Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;ShoFK;ShoPK;PKatt;PasTotCmp;PasTotAtt;PasTotCmp%;PasTotDist;PasTotPrgDist;PasShoCmp;PasShoAtt;PasShoCmp%;PasMedCmp;PasMedAtt;PasMedCmp%;PasLonCmp;PasLonAtt;PasLonCmp%;Assists;PasAss;Pas3rd;PPA;CrsPA;PasProg;PasAtt;PasLive;PasDead;PasFK;TB;PasPress;Sw;PasCrs;CK;CkIn;CkOut;CkStr;PasGround;PasLow;PasHigh;PaswLeft;PaswRight;PaswHead;TI;PaswOther;PasCmp;PasOff;PasOut;PasInt;PasBlocks;SCA;ScaPassLive;ScaPassDead;ScaDrib;ScaSh;ScaFld;ScaDef;GCA;GcaPassLive;GcaPassDead;GcaDrib;GcaSh;GcaFld;GcaDef;Tkl;TklWon;TklDef3rd;TklMid3rd;TklAtt3rd;TklDri;TklDriAtt;TklDri%;TklDriPast;Press;PresSucc;Press%;PresDef3rd;PresMid3rd;PresAtt3rd;Blocks;BlkSh;BlkShSv;BlkPass;Int;Tkl+Int;Clr;Err;Touches;TouDefPen;TouDef3rd;TouMid3rd;TouAtt3rd;TouAttPen;TouLive;DriSucc;DriAtt;DriSucc%;DriPast;DriMegs;Carries;CarTotDist;CarPrgDist;CarProg;Car3rd;CPA;CarMis;CarDis;RecTarg;Rec;Rec%;RecProg;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;PKwon;PKcon;OG;Recov;AerWon;AerLost;AerWon%
344;Juan Cabal;COL;DF;Hellas Verona;Serie A;21;2001;3;0;57;0.6;0;0;0;0;0;0;0;0;0;0;30;45;66.7;476.7;191.7;16.7;20;83.3;11.7;15;77.8;1.67;8.33;20;0;1.67;5;1.67;1.67;3.33;45;40;5;1.67;0;0;1.67;3.33;0;0;0;0;0;0;0;0;0;0;3.33;0;30;0;0;0;1.67;5;3.33;1.67;0;0;0;0;0;0;0;0;0;0;0;1.67;1.67;1.67;0;0;1.67;1.67;100;0;0;0;0;0;0;0;0;0;0;0;1.67;3.33;1.67;0;55;11.7;25;28.3;5;0;55;0;1.67;0;0;0;0;0;0;0;0;0;3.33;0;26.7;3.33;0;0;1.67;0;0;1.67;3.33;0;3.33;1.67;0;0;0;15;0;6.67;0
345;Rémy Cabella;FRA;MFFW;Lille;Ligue 1;32;1990;9;8;721;8;0.38;1.38;1.13;81.8;0.27;0.33;14.1;0.25;0;0;57.9;69.9;82.8;870;287.6;31.4;35.5;88.4;19.1;22.6;84.5;3.63;6;60.4;0.63;3.38;6.5;2.63;0.5;8.38;69.9;64.3;5.5;1.88;0.5;0;0.25;4.5;2.63;1.5;0.25;0;0;0;0;0;0;0;0.75;0;57.9;0.13;0;0;1.75;6.38;5.13;0.75;0;0.25;0.13;0.13;0.88;0.75;0.13;0;0;0;0;2.13;1.5;0.63;1.38;0.13;0.5;1;50;0.5;0;0;0;0;0;0;0;1.5;0.25;1.25;0.63;2.75;0.5;0;79.1;0.75;6.63;38.5;35;5.25;79.1;0.75;2.63;28.6;0;0;0;0;0;0;0;0;1.25;0.88;60;6.88;0;0;0;0;0;1;1.5;0.13;4.5;1.5;0;0;0;6;0.25;1;20
346;Jimmy Cabot;FRA;DFMF;Lens;Ligue 1;28;1994;11;5;511;5.7;0;0.88;0.18;20;0;0;17;0;0;0;45.8;60.7;75.4;812.1;267.9;21.6;24;89.8;17.9;22.8;78.5;5.61;11.9;47.1;0.18;2.98;3.33;2.28;0.7;5.09;60.7;46.7;13.7;0.7;0.18;0;0.35;8.77;5.79;2.11;2.46;0;0;0;0;0;0;0;7.19;0;45.8;0.35;0;0;1.23;5.44;4.04;1.23;0;0;0;0.18;0.18;0.18;0;0;0;0;0;3.51;2.11;1.75;1.4;0.35;2.11;4.56;46.2;2.46;0;0;0;0;0;0;0;0.88;0;0.88;0.7;4.21;2.11;0;74;2.28;15.1;28.2;32.8;3.16;74;2.11;4.21;50;0;0;0;0;0;0;0;0;4.56;1.05;43.2;5.61;0;0;0.35;0;0;2.46;0;0.18;8.77;2.11;0;0;0;8.77;0.53;0.53;50
347;Leandro Cabrera;URU;DF;Espanyol;La Liga;31;1991;13;13;1107;12.3;0;0.98;0.24;25;0;0;9.6;0;0;0;35.3;48;73.6;743.5;322.2;10.8;12.6;85.8;18.3;22;83;5.69;11.6;49;0;0.41;2.85;0.41;0;2.6;48;44.6;3.01;2.11;0;0;0.57;0.24;0;0;0;0;0;0;0;0;0;0;0.89;0;35.3;0.33;0;0;0.49;0.89;0.65;0;0;0.24;0;0;0.08;0.08;0;0;0;0;0;0.89;0.41;0.73;0.16;0;0.57;0.89;63.6;0.33;0;0;0;0;0;0;0;1.22;0.89;0.33;1.63;2.52;4.8;0.16;58.9;8.21;25.4;30.6;3.17;1.79;58.9;0;0;0;0;0;0;0;0;0;0;0;0.24;0.16;32.2;0.24;0;0;0.08;0.08;0;0.98;0.57;0.08;0.24;0.41;0;0;0;4.96;2.93;1.54;65.5
348;Liberato Cacace;NZL;DF;Empoli;Serie A;22;2000;2;1;130;1.4;0;0.71;0;0;0;0;26.6;0;0;0;46.4;60;77.4;735;310.7;21.4;25;85.7;22.9;27.1;84.2;0.71;4.29;16.7;0;1.43;4.29;0;0;5.71;60;49.3;10.7;2.14;0;0;0;4.29;0;0;0;0;0;0;0;0;0;0;8.57;0;46.4;0;0;0;1.43;4.29;2.86;0;0.71;0.71;0;0;0;0;0;0;0;0;0;7.86;3.57;5;2.14;0.71;3.57;4.29;83.3;0.71;0;0;0;0;0;0;0;3.57;2.14;1.43;0;7.86;1.43;0;78.6;7.14;27.9;35.7;16.4;2.14;78.6;2.14;4.29;50;0;0;0;0;0;0;0;0;0.71;0.71;41.4;2.14;0;0;0;0;0;2.14;1.43;0;4.29;3.57;0;0.71;0;5;1.43;5;22.2
349;Anthony Caci;FRA;DF;Mainz 05;Bundesliga;25;1997;12;6;620;6.9;0.14;0.43;0.14;33.3;0.33;1;13.5;0;0;0;39.6;53.9;73.4;886.4;337.4;11.2;13.8;81.1;19.1;23.3;82;8.7;14.8;58.8;0;0.87;4.78;0.72;0.43;3.91;53.9;49.7;4.2;1.3;0;0;1.59;2.17;1.01;0.87;0.14;0;0;0;0;0;0;0;1.88;0;39.6;0;0;0;1.45;2.17;1.3;0.72;0;0.14;0;0;0.14;0.14;0;0;0;0;0;2.75;1.45;1.45;1.3;0;1.45;1.74;83.3;0.29;0;0;0;0;0;0;0;0.43;0.14;0.29;3.19;5.94;1.45;0;63.2;3.62;21.2;34.9;7.39;0.72;63.2;0.14;0.72;20;0;0;0;0;0;0;0;0;0.29;0.29;35.7;0.72;0;0;0;0;0;0.87;0.29;0;2.17;1.45;0;0;0;7.39;0.87;2.03;30
350;Cafú;POR;MF;Nott'ham Forest;Premier League;29;1993;1;0;7;0.1;0;0;0;0;0;0;0;0;0;0;20;20;100;450;410;0;0;0;20;20;100;0;0;0;0;0;10;0;0;10;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;30;10;20;10;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0
351;Moisés Caicedo;ECU;MF;Brighton;Premier League;21;2001;14;14;1245;13.8;0.07;0.8;0.29;36.4;0.09;0.25;23.8;0;0;0;48.2;55.5;86.8;748.2;206;26.2;28.9;90.5;16.9;19.3;87.3;3.62;4.28;84.7;0;1.09;5.14;1.45;0.29;4.71;55.5;55.2;0.29;0.14;0.43;0;0.22;0.65;0;0;0;0;0;0;0;0;0;0;0.14;0;48.2;0;0;0;0.87;2.17;2.03;0;0;0.14;0;0;0.14;0.14;0;0;0;0;0;3.12;1.38;0.94;1.59;0.58;1.3;1.74;75;0.43;0;0;0;0;0;0;0;1.16;0.14;1.01;1.38;4.49;0.8;0.07;65.2;2.1;12.5;37.2;16.2;1.09;65.2;0.29;0.8;36.4;0;0;0;0;0;0;0;0;1.23;0.58;45.4;1.59;0;0;0.29;0;0;2.17;1.52;0;0.65;1.38;0;0;0;5.94;1.16;0.65;64
352;Tom Cairney;SCO;MF;Fulham;Premier League;31;1991;15;1;343;3.8;0;2.11;0;0;0;0;20.6;0;0;0;62.6;73.4;85.3;1046.6;254.5;31.6;34.5;91.6;23.2;26.8;86.3;5.79;8.68;66.7;0;1.84;6.58;2.11;0.79;6.32;73.4;69.7;3.68;0.53;0.26;0;0.79;4.21;1.58;0.53;0.53;0;0;0;0;0;0;0;0.79;0;62.6;0;0;0;0.26;5;3.95;0.53;0.26;0.26;0;0;0.26;0.26;0;0;0;0;0;1.84;0.53;0.26;1.05;0.53;1.05;1.05;100;0;0;0;0;0;0;0;0;1.84;0.26;1.58;0.26;2.11;0;0;84.2;0.26;12.9;41.3;31.3;2.89;84.2;1.32;2.37;55.6;0;0;0;0;0;0;0;0;2.63;1.32;64.2;3.42;0;0;0;0;0;0.53;1.32;0;4.21;0.53;0;0;0;6.32;0.79;0.53;60
353;Jens Cajuste;SWE;MF;Reims;Ligue 1;23;1999;10;5;525;5.8;0;1.03;0.34;33.3;0;0;19.4;0;0;0;29.3;36.6;80.2;490.7;174.5;14.3;17.1;83.8;12.4;15;82.8;1.9;2.93;64.7;0.17;1.03;3.45;0.52;0;3.79;36.6;35.2;1.21;0.69;0.34;0;0.17;0.17;0.17;0;0;0;0;0;0;0;0;0;0.34;0;29.3;0.17;0;0;1.21;2.59;2.24;0;0.17;0;0;0.17;0.34;0.17;0;0.17;0;0;0;4.31;2.59;2.41;1.21;0.69;2.07;3.97;52.2;1.9;0;0;0;0;0;0;0;2.24;0.52;1.72;1.55;5.86;2.07;0;51;3.62;16.4;25;10;1.72;51;0.69;2.24;30.8;0;0;0;0;0;0;0;0;2.24;0.69;29.3;1.72;0;0;0.86;0.17;0.17;2.76;2.07;0;0.17;2.59;0;0;0;6.03;0.52;1.55;25
354;Cala;ESP;DF;Cádiz;La Liga;32;1989;3;1;137;1.5;0;0.67;0;0;0;0;13.2;0;0;0;20;25.3;78.9;528;182.7;2.67;3.33;80;9.33;11.3;82.4;8;10.7;75;0;0;0;0;0;1.33;25.3;22;3.33;3.33;0;0;1.33;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.33;0.67;0.67;0.67;0;0.67;1.33;50;0.67;0;0;0;0;0;0;0;1.33;0.67;0.67;0.67;2;8;0;39.3;8.67;24.7;14;0.67;0.67;39.3;0;0;0;0;0;0;0;0;0;0;0;0;0.67;14.7;0;0;0;0;0;0;0.67;3.33;0;0;0.67;0;0;0;2;2;2.67;42.9
355;Davide Calabria;ITA;DF;Milan;Serie A;25;1996;7;7;518;5.8;0;0.86;0;0;0;0;23.3;0;0;0;49.3;62.6;78.8;904.5;314.8;19.1;21.2;90.2;24;26.9;89.1;5.17;12.4;41.7;0.17;0.69;4.31;1.03;0.52;3.79;62.6;53.3;9.31;0.86;0;0;0.34;2.76;0.86;0;0.86;0;0;0;0;0;0;0;7.59;0;49.3;0;0;0;0.69;1.72;1.38;0.17;0;0;0.17;0;0.34;0.17;0;0;0;0.17;0;4.31;2.59;2.07;1.38;0.86;2.41;3.79;63.6;1.38;0;0;0;0;0;0;0;1.21;0.34;0.86;2.07;6.38;1.03;0;72.4;2.24;20.2;36;17.4;0.69;72.4;0.17;0.69;25;0;0;0;0;0;0;0;0;0.34;0.17;43.6;1.55;0;0;0.34;0;0;0.86;1.03;0.17;2.76;2.59;0.17;0;0;6.21;0.69;0.52;57.1
356;Mattia Caldara;ITA;DF;Spezia;Serie A;28;1994;9;6;599;6.7;0;0.9;0.3;33.3;0;0;9.1;0;0;0;33.3;43.6;76.4;569.4;204.9;13.3;15.8;84;17;20.9;81.4;2.24;5.52;40.5;0;0.15;1.34;0;0;2.39;43.6;38.7;4.78;1.64;0;0;0;0.15;0;0;0;0;0;0;0;0;0;0;1.19;0;33.3;0.15;0;0;0.45;0.75;0.6;0;0;0;0;0.15;0.15;0.15;0;0;0;0;0;1.64;0.9;1.04;0.3;0.3;0.9;1.64;54.5;0.75;0;0;0;0;0;0;0;1.19;0.75;0.45;1.64;3.28;5.37;0.15;55.4;9.1;30;22.2;4.18;1.34;55.4;0.3;0.75;40;0;0;0;0;0;0;0;0;0.45;0.6;27.5;0.15;0;0;0.3;0;0;1.19;1.04;0;0.15;0.9;0;0;0;6.42;1.34;1.64;45
357;Luca Caldirola;ITA;DF;Monza;Serie A;31;1991;11;10;894;9.9;0;0.3;0;0;0;0;16.5;0;0;0;54.5;60.5;90.2;999;431.3;22.7;23.1;98.3;25.7;28;91.7;5.35;7.78;68.8;0;0.3;3.23;0.2;0;2.22;60.5;57.6;2.83;1.82;0.1;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0.3;0;54.5;0.1;0;0;0.1;0.81;0.81;0;0;0;0;0;0.1;0.1;0;0;0;0;0;0.81;0.3;0.61;0.1;0.1;0.3;0.81;37.5;0.51;0;0;0;0;0;0;0;1.21;0.61;0.61;0.91;1.72;2.42;0;68.1;8.79;33.8;31.9;2.73;0.51;68.1;0;0.1;0;0;0;0;0;0;0;0;0;0.1;0;50.5;0.2;0;0;0.3;0;0;1.11;0.91;0;0;0.3;0;0;0;3.64;1.92;1.11;63.3
358;Fernando Calero;ESP;DF;Espanyol;La Liga;27;1995;12;10;873;9.7;0;0.21;0;0;0;0;9.6;0;0;0;37.3;45.5;82.1;747.2;288.8;12.8;13.8;92.5;18.8;21;89.2;5.46;9.48;57.6;0;0.31;3.4;0.21;0;2.47;45.5;40.4;4.85;1.65;0;0;0.72;0.41;0;0;0;0;0;0;0;0;0;0;3.2;0;37.3;0.21;0;0;0.1;0.82;0.72;0;0;0;0;0.1;0;0;0;0;0;0;0;2.47;1.55;1.75;0.52;0.21;1.44;1.96;73.7;0.52;0;0;0;0;0;0;0;2.27;0.82;1.44;0.82;3.3;2.99;0;55.3;5.05;23.4;28;4.33;0.41;55.3;0;0;0;0;0;0;0;0;0;0;0;0.72;0.31;30.5;0;0;0;0.1;0;0;0.82;0.52;0.1;0.41;1.55;0;0;0;4.74;1.44;1.24;53.8
359;Duje ?aleta-Car;CRO;DF;Southampton;Premier League;26;1996;7;5;486;5.4;0;0.37;0.19;50;0;0;10.9;0;0;0;41.5;48.7;85.2;824.1;274.6;12.8;13.7;93.2;23.5;25;94.1;5;8.7;57.4;0;0.19;1.3;0;0;2.04;48.7;45.7;2.59;1.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19;0;41.5;0.37;0;0;0.19;0.56;0.56;0;0;0;0;0;0;0;0;0;0;0;0;1.11;0.74;0.74;0.37;0;0.37;0.37;100;0;0;0;0;0;0;0;0;1.3;1.3;0;1.67;2.78;3.33;0;57.6;11.5;35;21.3;1.67;1.11;57.6;0;0;0;0;0;0;0;0;0;0;0;0;0;35.9;0;0;0;0.19;0;0;0.93;0.19;0;0;0.74;0;0;0;4.44;0.74;1.48;33.3
360;Duje ?aleta-Car;CRO;DF;Marseille;Ligue 1;26;1996;1;0;8;0.1;0;0;0;0;0;0;0;0;0;0;20;20;100;460;160;0;0;0;20;20;100;0;0;0;0;0;0;0;0;0;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;30;10;20;10;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;100
361;Hakan Çalhanoðlu;TUR;MF;Inter;Serie A;28;1994;14;13;1072;11.9;0.17;1.93;0.59;30.4;0.04;0.14;26.5;0.5;0.08;0.08;46.5;55.6;83.5;821.4;250.6;21.9;23.7;92.6;18.1;20.7;87.4;5.04;8.32;60.6;0.34;2.44;4.87;1.18;0.25;3.78;55.6;49.2;6.13;2.61;0.25;0;0.67;4.79;3.19;0.84;2.18;0;0;0;0;0;0;0;0.34;0;46.5;0.25;0;0;0.42;4.03;2.27;1.34;0;0.17;0.17;0.08;0.5;0.34;0.17;0;0;0;0;2.44;1.26;0.84;1.34;0.25;0.34;1.26;26.7;0.92;0;0;0;0;0;0;0;1.68;0.34;1.34;1.34;3.78;0.42;0.08;66.6;1.51;12.5;36.1;18.7;1.18;66.6;0.08;0.67;12.5;0;0;0;0;0;0;0;0;1.6;0.42;42.6;1.85;0;0;0.08;0;0;1.76;1.18;0.08;4.79;1.26;0;0;0;6.81;0.59;0.76;43.8
362;Kerim Calhanoglu;GER;DF;Schalke 04;Bundesliga;20;2002;3;0;63;0.7;0;1.43;0;0;0;0;16.7;0;0;0;42.9;60;71.4;820;554.3;20;22.9;87.5;14.3;21.4;66.7;8.57;11.4;75;0;4.29;0;2.86;1.43;2.86;60;35.7;24.3;2.86;0;0;0;2.86;1.43;0;1.43;0;0;0;0;0;0;0;20;0;42.9;0;0;0;4.29;5.71;5.71;0;0;0;0;0;0;0;0;0;0;0;0;2.86;1.43;2.86;0;0;2.86;2.86;100;0;0;0;0;0;0;0;0;1.43;0;1.43;0;2.86;4.29;0;77.1;4.29;30;22.9;25.7;1.43;77.1;0;4.29;0;0;0;0;0;0;0;0;0;4.29;0;30;4.29;0;0;0;0;0;4.29;1.43;0;2.86;1.43;0;1.43;0;4.29;1.43;2.86;33.3
363;Daniel Caligiuri;ITA;DFFW;Augsburg;Bundesliga;34;1988;10;2;258;2.9;0.34;1.72;0.69;40;0.2;0.5;17.7;0;0;0;29.3;44.8;65.4;512.4;270.3;12.8;15.9;80.4;11.4;17.6;64.7;3.45;8.28;41.7;0;1.03;2.76;1.38;0;3.45;44.8;31;13.8;2.76;0;0;0.69;3.45;2.07;1.72;0.34;0;0;0;0;0;0;0;8.97;0;29.3;0;0;0;0.69;2.41;0.69;1.03;0;0;0.69;0;0.34;0;0;0;0;0.34;0;2.41;1.72;1.38;1.03;0;1.38;1.72;80;0.34;0;0;0;0;0;0;0;0.69;0.69;0;1.03;3.45;0.69;0;55.2;3.79;18.3;23.1;15.9;1.72;55.2;1.38;3.45;40;0;0;0;0;0;0;0;0;1.72;1.03;24.8;2.07;0;0;0.34;0;0;1.72;1.03;0;3.45;1.72;0;0;0;8.97;0.69;1.72;28.6
364;Dominic Calvert-Lewin;ENG;FW;Everton;Premier League;25;1997;6;4;339;3.8;0.26;1.84;0.53;28.6;0.14;0.5;9.5;0;0;0;10.3;17.4;59.1;105.3;20.8;6.05;9.74;62.2;1.84;3.68;50;0.26;0.79;33.3;0;0.26;0.26;0;0;0.53;17.4;17.1;0.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.3;0;0;0;0.26;1.58;1.05;0;0.53;0;0;0;0.26;0;0;0.26;0;0;0;0.26;0.26;0;0;0.26;0;0;0;0;0;0;0;0;0;0;0;0.26;0;0.26;0;0.26;0.79;0;28.4;1.05;1.84;12.6;14.5;3.68;28.4;1.05;1.32;80;0;0;0;0;0;0;0;0;3.16;2.37;21.1;3.42;0;0;0.26;0;0;1.32;0.79;1.84;0;0.26;0;0;0;2.37;4.74;4.21;52.9
365;Mahdi Camara;FRA;MF;Brest;Ligue 1;24;1998;10;7;582;6.5;0;0.92;0.31;33.3;0;0;18.7;0;0;0;34.2;39.7;86;504.3;121.4;16.8;17.8;94;13.5;16;84.6;1.08;1.54;70;0;0.46;3.23;0.15;0;1.85;39.7;37.2;2.15;0.46;0;0;0.15;0.77;0;0;0;0;0;0;0;0;0;0;0.77;0;34.2;0.31;0;0;0.92;1.69;1.38;0;0;0.15;0;0.15;0;0;0;0;0;0;0;2.77;1.38;0.15;2.46;0.15;0.77;1.85;41.7;1.08;0;0;0;0;0;0;0;2.62;0.15;2.46;1.69;4.46;0.46;0;50.6;1.08;7.38;33.1;10.6;1.85;50.6;0.15;1.08;14.3;0;0;0;0;0;0;0;0;1.69;0.77;31.2;2;0;0;0;0;0;1.23;1.08;0;0.77;1.38;0;0;0;4.92;0.62;0.62;50
366;Mohamed Camara;GUI;MF;Roma;Serie A;25;1997;8;5;376;4.2;0;0.95;0;0;0;0;28.3;0.24;0;0;34.5;43.8;78.8;572.4;111;16.7;18.8;88.6;15;17.6;85.1;2.38;4.29;55.6;0;0.48;3.81;0.48;0.24;2.14;43.8;43.1;0.48;0.48;0;0;0;1.19;0;0;0;0;0;0;0;0;0;0;0;0;34.5;0.24;0;0;1.19;1.67;0.71;0;0;0;0.24;0.71;0;0;0;0;0;0;0;2.38;2.14;0.71;1.43;0.24;0.95;1.43;66.7;0.48;0;0;0;0;0;0;0;0.24;0;0.24;1.19;3.57;0.95;0;51.2;1.43;8.81;35.2;9.29;0.24;51.2;1.19;1.9;62.5;0;0;0;0;0;0;0;0;0.71;1.19;32.6;1.9;0;0;0.24;0;0;2.14;1.19;0;1.19;2.14;0;0;0;8.33;0.48;0.95;33.3
367;Mohamed Camara;MLI;MF;Monaco;Ligue 1;22;2000;11;9;799;8.9;0;1.12;0.56;50;0;0;28.8;0;0;0;43.5;48.5;89.6;789;240.6;19;20.7;91.8;18.8;20.1;93.3;4.61;5.84;78.8;0;0.9;4.49;0.45;0.11;4.16;48.5;46.5;1.91;1.57;0.22;0;1.01;0.22;0;0;0;0;0;0;0;0;0;0;0.34;0;43.5;0.11;0;0;0.56;1.91;1.57;0;0.11;0.11;0.11;0;0.34;0.22;0;0;0.11;0;0;3.48;2.25;1.35;1.8;0.34;1.8;3.71;48.5;1.91;0;0;0;0;0;0;0;2.13;0.22;1.91;1.46;4.94;0.79;0;61.5;1.91;13.3;39.1;10.2;0.45;61.5;1.24;2.47;50;0;0;0;0;0;0;0;0;1.35;0.9;43.3;0.22;0;0;0.34;0.11;0;2.36;3.03;0;0.22;2.25;0;0;0;6.97;0.56;0.22;71.4
368;Ousmane Camara;FRA;DF;Angers;Ligue 1;19;2003;2;2;180;2;0;0;0;0;0;0;0;0;0;0;58;62;93.5;1152;426;14.5;15;96.7;37.5;40;93.8;5.5;6.5;84.6;0;0;2.5;0;0;2;62;59.5;2.5;2.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0;0;1;0.5;0.5;0.5;0;1;3;33.3;2;0;0;0;0;0;0;0;1.5;0.5;1;1;2;3.5;0;72.5;8;37;36.5;0;0;72.5;0;0;0;0;0;0;0;0;0;0;0;2;0;49.5;0;0;0;0;0;0;0.5;0.5;0;0;0.5;0;0;0;6.5;2.5;0.5;83.3
369;Eduardo Camavinga;FRA;MF;Real Madrid;La Liga;20;2002;14;5;511;5.7;0;1.4;0;0;0;0;25;0;0;0;55.3;60.5;91.3;871.1;226.3;27;29.8;90.6;22.5;23.9;94.1;3.86;4.04;95.7;0;1.23;7.19;0.7;0.18;5.96;60.5;59.5;0.88;0.88;0.18;0;0;0.18;0;0;0;0;0;0;0;0;0;0;0;0;55.3;0.18;0;0;0.7;5.26;3.51;0;0.53;0.35;0.88;0;0.18;0;0;0;0;0.18;0;2.81;2.28;1.05;1.4;0.35;0.35;1.23;28.6;0.88;0;0;0;0;0;0;0;1.4;0.35;1.05;0.53;3.33;0.35;0;73.9;0.88;10.9;41.8;22.1;0.88;73.9;1.75;3.16;55.6;0;0;0;0;0;0;0;0;2.28;0.88;60;3.33;0;0;0.18;0;0;1.4;3.86;0.18;0.18;2.28;0;0;0;6.14;0.88;0.88;50
370;Nicolò Cambiaghi;ITA;FWMF;Empoli;Serie A;21;2000;9;1;255;2.8;0.36;2.14;0.71;33.3;0.17;0.5;16.6;0;0;0;24.3;32.1;75.6;347.1;85.7;13.2;15.4;86;6.43;8.93;72;1.79;2.5;71.4;0;0.71;0.71;1.07;0;2.86;32.1;31.1;1.07;0.36;0;0;0;2.5;0;0;0;0;0;0;0;0;0;0;0.71;0;24.3;0;0;0;2.14;4.64;2.14;0;0.36;1.07;0.71;0.36;0.71;0;0;0.36;0.36;0;0;2.86;2.14;1.43;0.71;0.71;0.71;1.43;50;0.71;0;0;0;0;0;0;0;1.07;0;1.07;0.71;3.57;1.07;0;42.9;1.43;8.93;12.5;22.1;3.21;42.9;1.43;2.14;66.7;0;0;0;0;0;0;0;0;1.79;1.43;30;3.57;0;0;0.36;0;0;0.36;3.57;0;2.5;2.14;0;0;0;4.29;0.36;0.36;50
371;Andrea Cambiaso;ITA;DF;Bologna;Serie A;22;2000;13;11;906;10.1;0;0.59;0;0;0;0;18.6;0;0;0;41.5;53.9;77;617.3;229.4;23.2;26.1;88.6;14.8;18.2;81;2.18;5.64;38.6;0.2;1.19;1.88;0.69;0.4;1.88;53.9;43.4;10.3;0.89;0;0;0.2;3.27;0.1;0.1;0;0;0;0;0;0;0;0;9.31;0;41.5;0.2;0;0;1.98;2.18;1.78;0.2;0.1;0;0.1;0;0.4;0.4;0;0;0;0;0;2.57;1.58;1.78;0.69;0.1;0.69;1.98;35;1.29;0;0;0;0;0;0;0;1.19;0.1;1.09;1.29;3.86;1.19;0.1;64.1;2.87;21.5;27.2;16.5;1.49;64.1;1.19;2.77;42.9;0;0;0;0;0;0;0;0;1.98;0.79;39.3;2.08;0;0;0.2;0;0;1.29;1.68;0.2;3.27;1.58;0;0;0;6.93;0.3;0.59;33.3
372;Axel Camblan;FRA;FWMF;Brest;Ligue 1;19;2003;3;0;35;0.4;0;2.5;2.5;100;0;0;6.8;0;0;0;15;20;75;170;37.5;12.5;12.5;100;2.5;2.5;100;0;2.5;0;0;2.5;0;0;0;0;20;20;0;0;0;0;0;2.5;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;2.5;2.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5;0;2.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47.5;0;0;12.5;35;20;47.5;2.5;7.5;33.3;0;0;0;0;0;0;0;0;5;2.5;32.5;15;0;0;0;0;0;0;2.5;0;2.5;0;0;0;0;5;7.5;5;60
373;Sergio Camello;ESP;FW;Rayo Vallecano;La Liga;21;2001;14;11;934;10.4;0.19;2.79;0.87;31;0.07;0.22;14.9;0;0;0;14.2;17.5;81.3;205;20.4;7.79;9.04;86.2;4.71;6.15;76.6;0.67;0.87;77.8;0.19;1.25;0.29;0.48;0;0.67;17.5;16.1;1.44;0.1;0.1;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0.19;0;14.2;0;0;0;0.19;2.4;1.83;0;0.29;0.1;0.19;0;0.29;0.1;0;0.1;0.1;0;0;0.77;0.48;0.19;0.38;0.19;0.19;0.58;33.3;0.38;0;0;0;0;0;0;0;0.38;0;0.38;0;0.77;0.67;0;26.9;0.87;1.44;12;13.9;3.65;26.9;0.67;1.63;41.2;0;0;0;0;0;0;0;0;2.4;1.06;19.5;5;0;0;0;0;0;0.38;0.77;0.87;0.1;0.48;0;0;0;2.21;1.06;2.02;34.4
