Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;ShoFK;ShoPK;PKatt;PasTotCmp;PasTotAtt;PasTotCmp%;PasTotDist;PasTotPrgDist;PasShoCmp;PasShoAtt;PasShoCmp%;PasMedCmp;PasMedAtt;PasMedCmp%;PasLonCmp;PasLonAtt;PasLonCmp%;Assists;PasAss;Pas3rd;PPA;CrsPA;PasProg;PasAtt;PasLive;PasDead;PasFK;TB;PasPress;Sw;PasCrs;CK;CkIn;CkOut;CkStr;PasGround;PasLow;PasHigh;PaswLeft;PaswRight;PaswHead;TI;PaswOther;PasCmp;PasOff;PasOut;PasInt;PasBlocks;SCA;ScaPassLive;ScaPassDead;ScaDrib;ScaSh;ScaFld;ScaDef;GCA;GcaPassLive;GcaPassDead;GcaDrib;GcaSh;GcaFld;GcaDef;Tkl;TklWon;TklDef3rd;TklMid3rd;TklAtt3rd;TklDri;TklDriAtt;TklDri%;TklDriPast;Press;PresSucc;Press%;PresDef3rd;PresMid3rd;PresAtt3rd;Blocks;BlkSh;BlkShSv;BlkPass;Int;Tkl+Int;Clr;Err;Touches;TouDefPen;TouDef3rd;TouMid3rd;TouAtt3rd;TouAttPen;TouLive;DriSucc;DriAtt;DriSucc%;DriPast;DriMegs;Carries;CarTotDist;CarPrgDist;CarProg;Car3rd;CPA;CarMis;CarDis;RecTarg;Rec;Rec%;RecProg;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;PKwon;PKcon;OG;Recov;AerWon;AerLost;AerWon%
1507;Stefan Mitrovi?;SRB;DF;Getafe;La Liga;32;1990;13;11;1035;11.5;0;0.09;0;0;0;0;11.7;0;0;0;25;30.4;82.3;538;233.7;6.7;7.83;85.6;14.1;15.8;89;3.91;5.91;66.2;0;0;0.52;0;0;0.78;30.4;28.3;1.91;1.91;0;0;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0.17;0;0;0;0.09;0;0.09;0;0;0;0;0;0;0;0;0;0;0;0.43;0.26;0.35;0.09;0;0.17;0.43;40;0.26;0;0;0;0;0;0;0;0.52;0.52;0;0.87;1.3;5.57;0.17;39;6.78;25.1;13.7;0.52;0.35;39;0;0;0;0;0;0;0;0;0;0;0;0.09;0;20.5;0.09;0;0;0.26;0;0;0.61;0.26;0;0;0.26;0;0;0;3.39;2.09;0.7;75
1508;Maximilian Mittelstädt;GER;DF;Hertha BSC;Bundesliga;25;1997;7;2;355;3.9;0;0.77;0;0;0;0;27.3;0;0;0;37.2;51.5;72.1;573.1;297.7;21.3;23.8;89.2;12.3;18.7;65.8;2.56;7.44;34.5;0;1.54;3.33;1.03;0.51;4.1;51.5;35.9;15.4;0.51;0.26;0;0;5.13;2.56;0.51;1.79;0;0;0;0;0;0;0;12.3;0;37.2;0.26;0;0;0.26;3.33;1.54;0.51;0.51;0.26;0.26;0.26;0;0;0;0;0;0;0;3.85;1.79;3.33;0.51;0;1.79;3.85;46.7;2.05;0;0;0;0;0;0;0;1.79;0.26;1.54;2.56;6.41;2.82;0;67.4;3.85;20;31.5;17.7;0.77;67.4;2.05;4.1;50;0;0;0;0;0;0;0;0;1.28;0.77;26.7;1.79;0;0;0.26;0;0;1.28;1.79;0;5.13;1.79;0;0.26;0;10.5;0.26;1.03;20
1509;Henrikh Mkhitaryan;ARM;MF;Inter;Serie A;33;1989;12;7;665;7.4;0.14;1.22;0.14;11.1;0.11;1;19.1;0;0;0;35.8;42;85.2;548.4;139.9;18.9;20.3;93.3;12.4;14.9;83.6;2.43;3.51;69.2;0.14;0.95;3.78;1.22;0.27;3.24;42;40.9;0.95;0.27;0.27;0;0;1.08;0.27;0.14;0.14;0;0;0;0;0;0;0;0.41;0;35.8;0.14;0;0;0.41;3.65;2.57;0;0;0.41;0.41;0.27;0.68;0.54;0;0;0;0;0.14;2.16;1.35;0.54;1.35;0.27;0.68;1.22;55.6;0.54;0;0;0;0;0;0;0;1.35;0.14;1.22;0.41;2.57;0.68;0;51.8;0.95;6.89;28.2;17.6;2.16;51.8;0.54;1.76;30.8;0;0;0;0;0;0;0;0;2.16;0.54;35.3;2.43;0;0;0.14;0;0;1.35;1.49;0;1.08;1.35;0;0;0;6.08;0.27;0.54;33.3
1510;Anthony Modeste;FRA;FW;Dortmund;Bundesliga;34;1988;13;7;720;8;0.25;2.63;1.13;42.9;0.1;0.22;10.8;0.00E+00;0;0;7.5;12.8;58.8;94.5;16.9;4;6.13;65.3;2.25;4.13;54.5;0.13;3.80E-01;33.3;0.13;0.75;0.5;0.5;0.13;0.63;12.8;1.20E+01;0.5;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;7.5;0.25;0;0;0.13;1.25;1;0;0;0.25;0;0;0.13;0.13;0;0;0;0;0;0.5;0.5;2.50E-01;0;0.25;0.25;0.63;40;0.38;0;0;0;0;0;0;0;0.5;0;0.5;0.25;0.75;2.25;0;22;2.25;3.5;10.1;8.75;3.5;2.20E+01;0;0.5;0;0;0;0;0;0;0;0;0;1.88;1;14;3.63;0;0.00E+00;0.38;0;0;1.25;0.63;0.75;0.25;0.5;0;0;0;1.88;3;3.75;44.4
1511;Luka Modri?;CRO;MF;Real Madrid;La Liga;37;1985;13;11;926;10.3;0.29;1.65;0.29;17.6;0.12;0.67;20.1;0;0.1;0.1;67.3;76.4;88.1;1028.3;327.6;37.9;40.7;93.1;20.6;22.6;91;5.92;8.45;70.1;0.19;2.04;7.96;1.07;0.1;5.83;76.4;71.4;4.85;2.04;0.58;0;1.07;2.72;2.04;0.68;0.87;0;0;0;0;0;0;0;0.49;0;67.3;0.19;0;0;1.26;3.98;3.5;0.29;0;0;0.1;0.1;0.49;0.29;0.1;0;0;0.1;0;1.17;0.39;0.39;0.49;0.29;0.58;1.17;50;0.58;0;0;0;0;0;0;0;0.78;0.39;0.39;0.39;1.55;0.19;0;84.4;1.07;11.8;46.9;26.1;1.84;84.3;0.78;2.04;38.1;0;0;0;0;0;0;0;0;1.94;0.49;68.5;3.01;0;0;0.29;0;0;1.26;0.58;0;2.72;0.39;0;0;0;3.98;0.68;0.39;63.6
1512;Terem Moffi;NGA;FW;Lorient;Ligue 1;23;1999;14;13;1032;11.5;0.87;2.17;1.22;56;0.36;0.64;13.9;0;0.09;0.17;11;15.2;72.6;142.4;36.3;6.52;8.7;75;3.65;4.61;79.2;0.17;0.35;50;0;0.61;0.96;0.43;0;0.87;15.2;14.9;0.17;0;0.09;0;0.09;0.26;0;0;0;0;0;0;0;0;0;0;0;0;11;0.17;0;0;0.52;1.91;1.39;0;0.43;0;0.09;0;0.35;0.17;0;0.17;0;0;0;0.7;0.43;0.09;0.35;0.26;0.26;0.26;100;0;0;0;0;0;0;0;0;0.78;0.17;0.61;0.09;0.78;0.61;0;25.3;0.61;2.35;13.3;10.5;4.17;25.1;1.65;3.13;52.8;0;0;0;0;0;0;0;0;2.87;1.13;18.4;3.91;0;0;0.09;0;0;0.96;1.3;0.26;0.26;0.43;0;0;0;2.52;1.13;3.3;25.5
1513;Mostafa Mohamed;EGY;FW;Nantes;Ligue 1;24;1997;15;8;840;9.3;0.43;2.26;0.75;33.3;0.19;0.57;14.5;0;0;0;9.03;15.2;59.6;121.3;28.8;4.73;7.53;62.9;2.37;3.87;61.1;0.65;1.18;54.5;0.22;1.18;0.75;0.22;0.11;0.54;15.2;14;1.18;0;0;0;0;0.54;0;0;0;0;0;0;0;0;0;0;0.11;0;9.03;0;0;0;0.75;2.04;1.51;0;0.11;0.22;0.22;0;0.43;0.32;0;0;0;0.11;0;0.86;0.43;0.32;0.22;0.32;0.43;0.86;50;0.43;0;0;0;0;0;0;0;1.4;0.11;1.29;0.22;1.08;1.51;0;27;2.04;3.12;11.5;12.4;5.38;27;0.32;1.18;27.3;0;0;0;0;0;0;0;0;2.58;1.18;17;3.76;0;0;0;0;0;1.61;1.51;0.65;0.54;0.43;0.11;0;0;2.37;3.44;4.41;43.8
1514;Tobias Mohr;GER;DFMF;Schalke 04;Bundesliga;27;1995;11;8;695;7.7;0;1.17;0;0;0;0;20.7;0.13;0;0;34.4;56.4;61.1;722.3;330.1;12.2;15.1;81;14.7;21;69.8;6.62;16.1;41.1;0.26;1.95;2.73;1.04;0.39;3.25;56.4;40.4;15.8;3.64;0.13;0;1.3;8.31;2.47;0.91;1.43;0;0;0;0;0;0;0;9.74;0;34.4;0.13;0;0;1.82;2.6;1.56;0.78;0;0.26;0;0;0.39;0.26;0.13;0;0;0;0;0.91;0.52;0.39;0.52;0;0.26;0.91;28.6;0.65;0;0;0;0;0;0;0;1.56;0.65;0.91;1.04;1.95;2.47;0;65.3;3.77;24.4;24.8;16.9;0.91;65.3;0.26;0.65;40;0;0;0;0;0;0;0;0;0.78;0.78;29.9;1.3;0;0;0;0;0;0.52;0.39;0;8.31;0.52;0;0;0;5.97;0.78;1.17;40
1515;Johan Mojica;COL;DF;Villarreal;La Liga;30;1992;5;1;186;2.1;0;0.48;0.48;100;0;0;20.5;0;0;0;36.7;48.1;76.2;589.5;160;18.6;20.5;90.7;13.8;16.2;85.3;3.33;6.19;53.8;0;0.95;0.95;0.48;0.48;1.43;48.1;41;7.14;1.43;0;0;0;7.62;0;0;0;0;0;0;0;0;0;0;5.71;0;36.7;0;0;0;2.86;1.43;0.95;0.48;0;0;0;0;0;0;0;0;0;0;0;0.95;0.48;0.95;0;0;0;0.48;0;0.48;0;0;0;0;0;0;0;0.48;0;0.48;0.95;1.9;0.95;0;54.8;1.43;16.7;15.7;22.4;0.95;54.8;0.48;1.9;25;0;0;0;0;0;0;0;0;2.38;0.95;39;2.38;0;0;0;0;0;0;0.95;0;7.62;0.48;0;0;0;3.33;0.48;0.48;50
1516;Johan Mojica;COL;DFMF;Elche;La Liga;30;1992;3;3;270;3;0;1;0;0;0;0;19.6;0;0;0;42.3;59.3;71.3;639;219.3;21.3;24.3;87.7;18;23;78.3;1.67;7;23.8;0;1;1.67;1.33;0.33;2.33;59.3;47.7;11;1;0;0;0;4.67;0;0;0;0;0;0;0;0;0;0;10;0;42.3;0.67;0;0;1.33;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1.67;0.33;0;0.67;1;66.7;0.33;0;0;0;0;0;0;0;1;0.67;0.33;1.33;3.33;1.67;0;68.3;4;21;24.7;23.3;1.33;68.3;1.33;3;44.4;0;0;0;0;0;0;0;0;1.67;1.33;37.3;1.33;0;0;0.67;0;0;1.33;1;0;4.67;1;0;0.33;0;11;1.33;0.33;80
1517;Clinton Mola;ENG;DF;Stuttgart;Bundesliga;21;2001;1;0;15;0.2;0;0;0;0;0;0;0;0;0;0;15;30;50;260;120;5;5;100;10;15;66.7;0;5;0;0;0;0;0;0;0;30;10;20;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;15;0;15;0;0;0;0;5;0;0;0;0;0;5;0;0;0;0;0;0;0;15;5;10;5;0;5;5;100;0;0;0;0;0;0;0;0;5;5;0;5;20;10;0;70;20;45;15;10;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;5;5;0;0;0;5;5;5;50
1518;Nahuel Molina;ARG;DF;Atlético Madrid;La Liga;24;1998;11;11;924;10.3;0;0.49;0.1;20;0;0;20;0;0;0;43.3;59.9;72.3;674.7;273.6;24.7;27.3;90.4;13.9;21.1;65.9;3.59;7.86;45.7;0;0.97;3.01;1.36;0.39;3.4;59.9;48.4;11.4;0.49;0.1;0;0;4.27;0.49;0.29;0.19;0;0;0;0;0;0;0;10.4;0;43.3;0.1;0;0;1.26;2.91;2.82;0.1;0;0;0;0;0.19;0.19;0;0;0;0;0;1.94;1.26;0.87;0.87;0.19;1.07;1.84;57.9;0.78;0;0;0;0;0;0;0;1.17;0.1;1.07;0.49;2.43;1.65;0.1;67.5;2.43;20.1;25.6;22.1;1.17;67.5;0.49;1.17;41.7;0;0;0;0;0;0;0;0;1.17;0;41.7;3.88;0;0;0.19;0.1;0;0.58;0.49;0.1;4.27;1.26;0;0;0;4.17;0.68;1.46;31.8
1519;Salvatore Molina;ITA;DF;Monza;Serie A;30;1992;5;1;229;2.5;0;0.4;0;0;0;0;16.1;0;0;0;34.4;45.6;75.4;504;169.6;19.6;22;89.1;14.4;18;80;0.4;3.2;12.5;0;0.8;1.6;2;1.6;2.4;45.6;38.4;6.8;0.8;0;0;0;5.6;0;0;0;0;0;0;0;0;0;0;6;0;34.4;0.4;0;0;1.2;1.6;1.6;0;0;0;0;0;0.4;0.4;0;0;0;0;0;2.4;2;0.8;1.6;0;1.6;2;80;0.4;0;0;0;0;0;0;0;1.6;0.8;0.8;0.4;2.8;0.8;0;54.4;2.4;11.6;18.4;25.2;0.4;54.4;0.8;1.6;50;0;0;0;0;0;0;0;0;1.6;0.8;33.6;1.6;0;0;0.4;0;0;1.6;1.2;0;5.6;2;0;0;0;4;0;0.4;0
1520;Florent Mollet;FRA;MF;Schalke 04;Bundesliga;31;1991;9;4;410;4.6;0.22;2.39;0.22;9.1;0.09;1;22.1;0.43;0;0;24.6;33;74.3;361.7;89.1;12.8;15.4;83.1;8.48;9.78;86.7;1.09;3.26;33.3;0;0.87;2.61;0.43;0.22;1.74;33;30;3.04;0.87;0;0;0;1.96;0.87;0.43;0.43;0;0;0;0;0;0;0;0.43;0;24.6;0;0;0;1.52;2.83;2.17;0;0;0.43;0.22;0;0;0;0;0;0;0;0;0.87;0.22;0;0.87;0;0.43;1.52;28.6;1.09;0;0;0;0;0;0;0;1.52;0.22;1.3;0.22;1.09;0.22;0;43.9;0.43;5;22.8;16.5;2.17;43.9;0.43;1.09;40;0;0;0;0;0;0;0;0;2.39;1.74;28.3;4.35;0;0;0.22;0;0;0.87;1.52;0.43;1.96;0.22;0;0;0;5.43;0.22;2.39;8.3
1521;Jon Moncayola;ESP;MF;Osasuna;La Liga;24;1998;14;9;876;9.7;0;1.75;0.31;17.6;0;0;22.8;0.00E+00;0;0;37.9;46.3;82;744.6;245.8;14.6;16.6;88.2;16.9;18.8;90.1;5.46;8.66E+00;63.1;0;0.52;5.98;0.31;0;4.64;46.3;4.35E+01;2.47;1.96;0.1;0;1.24;1.34;0.31;0.21;0.1;0;0;0;0;0;0;0;0.1;0;37.9;0.31;0;0;0.62;2.16;1.75;0;0;0.31;0.1;0;0.31;0;0;0;0.21;0.1;0;1.55;0.72;8.20E-01;0.62;0.1;0.72;1.65;43.8;0.93;0;0;0;0;0;0;0;1.03;0.1;0.93;0.1;1.65;0.93;0;53.7;1.65;12.5;30.4;11.1;0.82;5.37E+01;0.1;0.1;100;0;0;0;0;0;0;0;0;0.82;0.21;36.8;1.44;0;0.00E+00;0.21;0;0;1.55;0.52;0.1;1.34;0.72;0.1;0;0;4.95;0.41;0.31;57.1
1522;Monchu;ESP;MF;Valladolid;La Liga;23;1999;12;7;659;7.3;0.14;1.23;0.27;22.2;0.11;0.5;23.4;0.14;0;0;34.2;45.6;75.1;695.6;202.2;13;15.5;84.1;14.5;17.9;80.9;5.89;10;58.9;0.14;1.1;3.7;0.41;0.14;1.92;45.6;37;7.81;4.38;0.27;0;0.96;4.93;3.42;0.82;1.92;0;0;0;0;0;0;0;0;0;34.2;0.82;0;0;0.41;2.88;1.64;1.1;0;0;0.14;0;0.14;0.14;0;0;0;0;0;3.15;1.78;1.1;1.51;0.55;1.23;2.19;56.3;0.96;0;0;0;0;0;0;0;1.64;0.96;0.68;0.96;4.11;0.96;0.14;55.9;3.56;15.2;26.8;14.2;1.1;55.9;0.41;0.68;60;0;0;0;0;0;0;0;0;2.05;1.1;30.3;1.23;0;0;0.55;0;0;2.33;1.37;0;4.93;1.78;0;0;0;4.38;0.55;1.23;30.8
1523;Daniele Montevago;ITA;FW;Sampdoria;Serie A;19;2003;4;3;204;2.3;0;3.04;0.43;14.3;0;0;13.1;0;0;0;8.7;14.3;60.6;86.1;9.57;5.22;7.39;70.6;1.3;2.61;50;0;0.87;0;0;1.74;0.43;0;0;0;14.3;13;0.43;0;0;0;0;0.43;0;0;0;0;0;0;0;0;0;0;0;0;8.7;0.87;0;0;0;2.61;2.17;0;0;0.43;0;0;0;0;0;0;0;0;0;0.43;0;0;0;0.43;0;0;0;0;0;0;0;0;0;0;0;0.43;0.43;0;0;0.43;0.43;0;27.8;0.87;1.74;10.9;15.2;7.83;27.8;0;1.3;0;0;0;0;0;0;0;0;0;3.04;0.87;19.1;3.48;0;0;0;0;0;1.74;1.3;1.3;0.43;0;0;0;0;2.17;4.78;9.57;33.3
1524;Gonzalo Montiel;ARG;DF;Sevilla;La Liga;25;1997;8;8;585;6.5;0;0.31;0;0;0;0;15.2;0;0;0;41.7;53.7;77.7;624.6;246.9;21.1;24;87.8;16.9;21.4;79.1;2;5.08;39.4;0.15;0.92;3.69;0.92;0.31;2.77;53.7;46.6;7.08;0.46;0.31;0;0.31;3.38;0;0;0;0;0;0;0;0;0;0;6.62;0;41.7;0;0;0;1.23;2.46;1.69;0.15;0;0;0;0.62;0.46;0.46;0;0;0;0;0;1.23;0.46;0.62;0.62;0;0.92;1.38;66.7;0.46;0;0;0;0;0;0;0;1.38;0.62;0.77;1.08;2.31;1.23;0;62.6;2.62;17.8;26.3;18.9;2;62.6;0.62;1.69;36.4;0;0;0;0;0;0;0;0;1.38;0.92;37.2;2.92;0;0;0.46;0.15;0;1.54;0.77;0.77;3.38;0.46;0;0;0;5.38;0.77;0.77;50
1525;Lorenzo Montipò;ITA;GK;Hellas Verona;Serie A;26;1996;15;15;1350;15;0;0;0;0;0;0;0;0;0;0;20.5;31.1;66;700.1;558.3;3;3.07;97.8;7.87;8.07;97.5;9.47;19.7;48.1;0;0;1.27;0.07;0;0;31.1;20.3;10.7;2.67;0;0;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;20.5;0.13;0;0;0;0.33;0;0.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13;0;0.13;0;0;0;0;0;0;0;0;0;0;0;0;1.27;0.13;35.3;28.3;34.9;0.53;0;0;35.3;0;0;0;0;0;0;0;0;0;0;0;0.07;0;12.1;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0;2.13;0;0.07;0
1526;Martín Montoya;ESP;DF;Betis;La Liga;31;1991;3;3;183;2;0;0;0;0;0;0;0;0;0;0;42;56;75;611.5;229.5;23;24.5;93.9;13.5;16.5;81.8;2.5;9.5;26.3;0;1;2.5;1;0.5;1.5;56;45;11;2;0;0;1;3;0;0;0;0;0;0;0;0;0;0;9;0;42;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;3.5;2.5;2.5;1;0;3;3;100;0;0;0;0;0;0;0;0;1;0;1;1;4.5;2.5;0;63.5;4;21;32.5;10;0.5;63.5;0;0;0;0;0;0;0;0;0;0;0;1.5;0.5;40;1;0;0;0;0;0;0.5;1;0;3;2.5;0;0;0;4;1;0;100
1527;Kieffer Moore;WAL;FW;Bournemouth;Premier League;30;1992;15;8;750;8.3;0.48;1.2;0.72;60;0.4;0.67;11.8;0;0;0;16.5;27.6;59.8;220;34.5;9.28;14;66.4;4.7;7.35;63.9;0.72;1.69;42.9;0;0.48;1.2;0.48;0;1.57;27.6;25.5;2.05;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;16.5;0;0;0;0.84;1.57;1.2;0;0.12;0;0.24;0;0.12;0.12;0;0;0;0;0;1.2;1.08;0.24;0.72;0.24;0.36;1.57;23.1;1.2;0;0;0;0;0;0;0;0.6;0.48;0.12;0;1.2;1.45;0;37.7;2.41;4.1;21.4;12.4;3.01;37.7;0.12;0.84;14.3;0;0;0;0;0;0;0;0;3.13;2.53;29.3;2.89;0;0;0;0;0;1.81;2.65;0;0.6;1.08;0;0;0;1.93;4.58;5.06;47.5
1528;Álvaro Morata;ESP;FW;Atlético Madrid;La Liga;30;1992;14;12;845;9.4;0.53;3.19;1.6;50;0.17;0.33;13.2;0;0;0;11.7;19.1;61.1;154.9;25.5;7.55;10.7;70.3;2.55;4.57;55.8;0.85;1.49;57.1;0.11;0.85;0;0.21;0.11;0.43;19.1;18.5;0.53;0;0.11;0;0.43;0.32;0;0;0;0;0;0;0;0;0;0;0;0;11.7;0.11;0;0;0.21;1.91;1.49;0;0;0.32;0.11;0;0.32;0.32;0;0;0;0;0;0.96;0.64;0.43;0.32;0.21;0.21;0.53;40;0.32;0;0;0;0;0;0;0;0.53;0.32;0.21;0;0.96;0.96;0;29;1.49;3.3;13.9;12.2;4.36;29;0.85;1.28;66.7;0;0;0;0;0;0;0;0;2.87;1.28;23.2;4.47;0;0;0.32;0;0;2.02;2.45;1.28;0.32;0.64;0;0;0;3.19;3.19;1.7;65.2
1529;Jon Morcillo;ESP;FWMF;Athletic Club;La Liga;24;1998;8;0;56;0.6;0;1.67;0;0;0;0;10.3;0;0;0;50;66.7;75;825;225;28.3;30;94.4;15;18.3;81.8;5;11.7;42.9;1.67;6.67;0;5;1.67;3.33;66.7;65;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;50;1.67;0;0;0;6.67;6.67;0;0;0;0;0;1.67;1.67;0;0;0;0;0;0;0;0;0;0;0;1.67;0;1.67;0;0;0;0;0;0;0;0;0;0;1.67;1.67;0;0;71.7;0;10;18.3;45;5;71.7;5;6.67;75;0;0;0;0;0;0;0;0;0;3.33;58.3;6.67;0;0;0;0;0;0;0;0;10;0;0;0;0;8.33;0;1.67;0
1530;Alberto Moreno;ESP;DFFW;Villarreal;La Liga;30;1992;6;4;368;4.1;0;0.73;0.24;33.3;0;0;16.6;0;0;0;41;49.5;82.8;639.5;141.2;21.7;23.9;90.8;16.1;18.5;86.8;1.71;3.66;46.7;0;1.22;0.98;1.22;0.24;1.22;49.5;42.7;6.83;1.22;0;0;0.24;2.68;0.24;0.24;0;0;0;0;0;0;0;0;5.37;0;41;0;0;0;0.98;0.98;0.98;0;0;0;0;0;0;0;0;0;0;0;0;1.71;0.49;0.24;1.22;0.24;0.98;2.93;33.3;1.95;0;0;0;0;0;0;0;1.22;0.24;0.98;1.71;3.41;1.71;0;59.8;2.2;16.6;21.5;22;1.95;59.8;0.49;1.71;28.6;0;0;0;0;0;0;0;0;1.22;0;41.7;2.2;0;0;0.73;0;0;1.46;0.98;0.24;2.68;0.49;0;0;0;3.17;0.73;1.46;33.3
1531;Álex Moreno;ESP;DF;Betis;La Liga;29;1993;13;13;1170;13;0;0.85;0.31;36.4;0;0;18;0;0;0;36.6;47.7;76.8;535.9;239.8;21.1;23.5;89.8;12.4;16.4;75.6;2;4.54;44.1;0.23;0.69;2.46;0.77;0.23;2.38;47.7;37.3;10.3;0.92;0;0;0.31;1.85;0;0;0;0;0;0;0;0;0;0;9.38;0;36.6;0.08;0;0;1.62;1.62;1;0.15;0.23;0.15;0;0.08;0.31;0.23;0.08;0;0;0;0;1.69;1.15;1.31;0.38;0;1.15;2.31;50;1.15;0;0;0;0;0;0;0;1.15;0.31;0.85;1.15;2.85;2.23;0;58.5;3.85;19.4;24.4;15.5;2.62;58.5;0.77;2.62;29.4;0;0;0;0;0;0;0;0;1.62;0.46;32;3.69;0;0;0.08;0;0;0.92;1.46;0.08;1.85;1.15;0;0.08;0;5.23;0.54;1.15;31.8
1532;Gerard Moreno;ESP;FW;Villarreal;La Liga;30;1992;6;5;382;4.2;0.48;3.33;1.43;42.9;0.14;0.33;12.5;0;0;0;20.7;30.7;67.4;335.2;122.6;10.2;14.3;71.7;7.86;10.7;73.3;2.14;2.62;81.8;0;0.95;2.62;1.43;0;4.52;30.7;30.2;0;0;0.24;0;0.24;0.71;0;0;0;0;0;0;0;0;0;0;0;0;20.7;0.48;0;0;2.14;3.1;1.67;0;0.71;0.71;0;0;0.24;0;0;0;0.24;0;0;0.95;0.71;0;0.71;0.24;0.24;0.48;50;0.24;0;0;0;0;0;0;0;0.71;0.24;0.48;0.24;1.19;0.48;0;41.4;0.95;4.29;18.8;19.8;6.19;41.4;1.67;4.05;41.2;0;0;0;0;0;0;0;0;2.14;1.19;32.9;6.43;0;0;0.24;0;0;0.95;0.48;0.95;0.71;0.71;0;0;0;2.62;2.14;1.43;60
1533;Marlos Moreno;COL;DF;Troyes;Ligue 1;26;1996;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3;0;1;2;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1534;Tete Morente;ESP;MF;Elche;La Liga;25;1996;11;8;718;8;0;1.38;0.38;27.3;0;0;16.7;0;0;0;23.8;30.6;77.6;352.3;91;14.3;15.9;89.8;6.25;8.38;74.6;2;3.38;59.3;0;0.5;1.75;0.5;0.25;1.5;30.6;27.9;2.75;0.88;0;0;0;3.25;0.63;0.25;0.13;0;0;0;0;0;0;0;1.25;0;23.8;0;0;0;1.38;1.88;1.25;0.38;0.13;0.13;0;0;0;0;0;0;0;0;0;1.13;0.5;0.63;0.38;0.13;0.5;1.13;44.4;0.63;0;0;0;0;0;0;0;1.13;0.13;1;0.5;1.63;1.13;0;41.6;2;7.63;15.3;19.1;2;41.6;0.75;2.5;30;0;0;0;0;0;0;0;0;2;0.75;28.1;3.5;0;0;0.38;0;0;1.5;1.38;0.63;3.25;0.5;0;0;0;3.63;0.75;0.5;60
1535;Ilaix Moriba;GUI;MF;Valencia;La Liga;19;2003;6;4;331;3.7;0;2.16;0.54;25;0;0;20.1;0;0;0;28.4;34.6;82;427.6;139.5;16.8;18.9;88.6;8.92;11.4;78.6;1.89;2.16;87.5;0;1.08;4.59;0.81;0;2.7;34.6;34.6;0;0;0.54;0;0.27;0;0;0;0;0;0;0;0;0;0;0;0;0;28.4;0;0;0;0.27;3.24;2.7;0;0.27;0.27;0;0;0;0;0;0;0;0;0;2.16;1.35;0.54;0.81;0.81;1.08;1.35;80;0.27;0;0;0;0;0;0;0;0.81;0;0.81;0.54;2.7;1.62;0;48.1;1.89;8.11;21.4;18.9;2.16;48.1;0.81;2.7;30;0;0;0;0;0;0;0;0;2.97;1.08;35.1;2.43;0;0;0.81;0.27;0.27;2.97;2.97;0;0;1.35;0;0;0;5.14;1.62;0.81;66.7
1536;Manu Morlanes;ESP;MF;Villarreal;La Liga;23;1999;3;2;145;1.6;0;0;0;0;0;0;0;0;0;0;20;26.3;76.2;331.9;75.6;10;11.3;88.9;8.13;9.38;86.7;1.88;3.75;50;0;0;2.5;0;0;1.88;26.3;23.8;1.88;1.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0.63;0;0;1.25;1.25;1.25;0;0;0;0;0;0;0;0;0;0;0;0;1.88;1.25;1.25;0.63;0;1.88;1.88;100;0;0;0;0;0;0;0;0;1.25;0.63;0.63;0.63;2.5;1.25;0;33.8;2.5;8.13;18.8;6.88;0;33.8;0;0;0;0;0;0;0;0;0;0;0;0;0;20.6;0.63;0;0;0;0.63;0;0.63;0;0;0;1.25;0;0;0;2.5;0.63;1.25;33.3
